frontend,backend,database,response_time,frontend_cpu_usage,frontend_memory_usage,frontend_pods,frontend_ssd,backend_cpu_usage,backend_memory_usage,backend_pods,backend_ssd,database_cpu_usage,database_memory_usage,database_pods,database_ssd
jura-worker-3,jura-worker-1,jura-worker-4,6.596102,0.01,0.3,2,True,0.26,0.69,3,False,0.01,0.23,3,True
jura-worker-3,jura-worker-2,jura-worker-1,6.479895,0.09,0.33,3,True,0.52,0.8,2,False,0.34,0.73,4,False
jura-worker-2,jura-worker-1,jura-worker-3,7.838712,0.52,0.78,2,False,0.26,0.64,3,False,0.01,0.36,2,True
jura-worker-3,jura-worker-1,jura-worker-1,6.53404,0.02,0.31,3,True,0.33,0.69,3,False,0.33,0.69,3,False
jura-worker-3,jura-worker-4,jura-worker-2,6.558322,0.01,0.3,2,True,0.01,0.22,4,True,0.52,0.8,2,False
jura-worker-4,jura-worker-2,jura-worker-2,7.231043,0.01,0.15,2,True,0.79,0.87,5,False,0.79,0.87,5,False
jura-worker-2,jura-worker-3,jura-worker-2,7.118333,0.72,0.84,4,False,0.01,0.34,2,True,0.72,0.84,4,False
jura-worker-1,jura-worker-3,jura-worker-4,6.404248,0.26,0.64,3,False,0.01,0.35,2,True,0.01,0.21,3,True
jura-worker-1,jura-worker-1,jura-worker-2,6.602986,0.26,0.69,5,False,0.26,0.69,5,False,0.78,0.86,5,False
jura-worker-3,jura-worker-1,jura-worker-3,6.547074,0.01,0.32,2,True,0.26,0.72,4,False,0.01,0.32,2,True
jura-worker-2,jura-worker-1,jura-worker-3,7.148491,0.53,0.79,3,False,0.26,0.69,3,False,0.01,0.36,2,True
jura-worker-3,jura-worker-2,jura-worker-4,6.66661,0.01,0.25,1,True,0.52,0.82,3,False,0.01,0.2,3,True
jura-worker-2,jura-worker-1,jura-worker-4,7.100894,0.64,0.85,5,False,0.33,0.69,3,False,0.01,0.18,2,True
jura-worker-4,jura-worker-1,jura-worker-4,6.454792,0.01,0.24,5,True,0.26,0.67,3,False,0.01,0.24,5,True
jura-worker-4,jura-worker-2,jura-worker-1,6.681666,0.01,0.17,2,True,0.62,0.86,5,False,0.31,0.62,3,False
jura-worker-2,jura-worker-2,jura-worker-3,6.775674,0.52,0.81,4,False,0.52,0.81,4,False,0.01,0.32,2,True
jura-worker-3,jura-worker-2,jura-worker-3,7.308532,0.01,0.33,3,True,0.69,0.88,6,False,0.01,0.33,3,True
jura-worker-4,jura-worker-1,jura-worker-2,6.522451,0.01,0.2,4,True,0.26,0.63,2,False,0.64,0.83,4,False
jura-worker-3,jura-worker-1,jura-worker-2,6.40026,0.01,0.32,2,True,0.26,0.64,3,False,0.78,0.82,4,False
jura-worker-2,jura-worker-1,jura-worker-3,8.834469,0.52,0.79,3,False,0.41,0.81,6,False,0.01,0.36,2,True
jura-worker-2,jura-worker-1,jura-worker-4,6.590089,0.57,0.81,3,False,0.26,0.64,3,False,0.01,0.19,2,True
jura-worker-3,jura-worker-1,jura-worker-1,6.269578,0.01,0.37,4,True,0.35,0.68,4,False,0.35,0.68,4,False
jura-worker-1,jura-worker-3,jura-worker-3,6.758248,0.45,0.74,6,False,0.01,0.45,4,True,0.01,0.45,4,True
jura-worker-2,jura-worker-2,jura-worker-2,8.876155,0.84,0.88,6,False,0.84,0.88,6,False,0.84,0.88,6,False
jura-worker-2,jura-worker-1,jura-worker-3,6.894044,0.52,0.8,3,False,0.26,0.65,3,False,0.01,0.36,4,True
jura-worker-3,jura-worker-2,jura-worker-3,6.994715,0.01,0.32,2,True,0.52,0.8,3,False,0.01,0.32,2,True
jura-worker-1,jura-worker-3,jura-worker-3,6.92403,0.26,0.68,4,False,0.01,0.4,3,True,0.01,0.4,3,True
jura-worker-2,jura-worker-4,jura-worker-4,6.806094,0.52,0.81,4,False,0.01,0.23,4,True,0.01,0.23,4,True
jura-worker-2,jura-worker-3,jura-worker-2,6.435296,0.62,0.85,5,False,0.01,0.36,3,True,0.62,0.85,5,False
jura-worker-1,jura-worker-2,jura-worker-3,6.478899,0.26,0.57,2,False,0.65,0.84,4,False,0.01,0.3,2,True
jura-worker-4,jura-worker-1,jura-worker-4,6.38839,0.01,0.2,3,True,0.26,0.68,4,False,0.01,0.2,3,True
jura-worker-4,jura-worker-1,jura-worker-3,6.721673,0.02,0.15,2,True,0.33,0.73,5,False,0.01,0.38,2,True
jura-worker-4,jura-worker-3,jura-worker-2,6.659079,0.01,0.17,2,True,0.01,0.3,2,True,0.6,0.82,4,False
jura-worker-2,jura-worker-1,jura-worker-2,6.862112,0.76,0.83,6,False,0.26,0.7,4,False,0.76,0.83,6,False
jura-worker-4,jura-worker-1,jura-worker-4,6.616211,0.01,0.2,3,True,0.26,0.66,3,False,0.01,0.2,3,True
jura-worker-1,jura-worker-3,jura-worker-3,7.641095,0.35,0.63,3,False,0.01,0.0,4,True,0.01,0.0,4,True
jura-worker-2,jura-worker-2,jura-worker-3,7.054325,0.6,0.87,6,False,0.6,0.87,6,False,0.01,0.32,2,True
jura-worker-4,jura-worker-4,jura-worker-1,6.513371,0.02,0.17,4,True,0.02,0.17,4,True,0.33,0.63,2,False
jura-worker-4,jura-worker-1,jura-worker-1,6.380957,0.01,0.18,3,True,0.26,0.73,5,False,0.26,0.73,5,False
jura-worker-3,jura-worker-4,jura-worker-1,6.702699,0.01,0.37,3,True,0.01,0.19,2,True,0.35,0.65,4,False
jura-worker-4,jura-worker-3,jura-worker-2,6.44037,0.01,0.15,2,True,0.01,0.43,4,True,0.52,0.84,4,False
jura-worker-1,jura-worker-3,jura-worker-4,6.576931,0.26,0.62,3,False,0.01,0.3,2,True,0.01,0.19,2,True
jura-worker-4,jura-worker-4,jura-worker-2,6.477668,0.01,0.2,5,True,0.01,0.2,5,True,0.81,0.87,5,False
jura-worker-4,jura-worker-1,jura-worker-4,6.682495,0.01,0.21,3,True,0.39,0.67,3,False,0.01,0.21,3,True
jura-worker-4,jura-worker-2,jura-worker-3,6.624688,0.01,0.2,4,True,0.52,0.82,3,False,0.01,0.32,2,True
jura-worker-2,jura-worker-2,jura-worker-2,8.862217,0.72,0.84,5,False,0.72,0.84,5,False,0.72,0.84,5,False
jura-worker-2,jura-worker-4,jura-worker-3,6.470722,0.52,0.78,2,False,0.01,0.18,2,True,0.02,0.38,3,True
jura-worker-1,jura-worker-2,jura-worker-3,6.643774,0.26,0.57,2,False,0.52,0.85,5,False,0.01,0.35,2,True
jura-worker-2,jura-worker-2,jura-worker-2,7.666801,0.56,0.85,6,False,0.56,0.85,6,False,0.56,0.85,6,False
jura-worker-3,jura-worker-4,jura-worker-4,6.473551,0.01,0.25,1,True,0.01,0.28,6,True,0.01,0.28,6,True
jura-worker-3,jura-worker-3,jura-worker-1,6.750533,0.01,0.43,4,True,0.01,0.43,4,True,0.26,0.73,5,False
jura-worker-1,jura-worker-3,jura-worker-4,6.619151,0.26,0.67,4,False,0.01,0.41,4,True,0.01,0.24,4,True
jura-worker-4,jura-worker-2,jura-worker-3,6.802857,0.01,0.2,4,True,0.52,0.85,5,False,0.01,0.38,2,True
jura-worker-1,jura-worker-3,jura-worker-1,6.547229,0.26,0.69,5,False,0.01,0.36,3,True,0.26,0.69,5,False
jura-worker-1,jura-worker-3,jura-worker-1,6.666771,0.26,0.63,4,False,0.01,0.35,2,True,0.26,0.63,4,False
jura-worker-2,jura-worker-3,jura-worker-4,6.485714,0.52,0.83,4,False,0.01,0.46,5,True,0.01,0.21,3,True
jura-worker-1,jura-worker-1,jura-worker-2,6.403885,0.43,0.79,7,False,0.43,0.79,7,False,0.82,0.85,5,False
jura-worker-4,jura-worker-4,jura-worker-3,6.315816,0.01,0.24,5,True,0.01,0.24,5,True,0.01,0.35,2,True
jura-worker-4,jura-worker-2,jura-worker-4,6.532749,0.01,0.2,4,True,0.52,0.84,4,False,0.01,0.2,4,True
jura-worker-1,jura-worker-4,jura-worker-2,6.546389,0.26,0.73,5,False,0.01,0.17,3,True,0.57,0.82,3,False
jura-worker-4,jura-worker-4,jura-worker-1,6.312403,0.01,0.17,2,True,0.01,0.17,2,True,0.38,0.79,6,False
jura-worker-3,jura-worker-3,jura-worker-4,6.530705,0.02,0.35,4,True,0.02,0.35,4,True,0.01,0.21,3,True
jura-worker-4,jura-worker-4,jura-worker-2,6.710048,0.01,0.17,3,True,0.01,0.17,3,True,0.68,0.86,4,False
jura-worker-2,jura-worker-2,jura-worker-3,6.743327,0.67,0.87,5,False,0.67,0.87,5,False,0.01,0.44,5,True
jura-worker-1,jura-worker-1,jura-worker-3,6.696183,0.32,0.72,5,False,0.32,0.72,5,False,0.01,0.31,1,True
jura-worker-3,jura-worker-4,jura-worker-2,6.419782,0.01,0.25,1,True,0.01,0.21,4,True,0.75,0.84,4,False
jura-worker-1,jura-worker-1,jura-worker-1,6.860616,0.32,0.78,6,False,0.32,0.78,6,False,0.32,0.78,6,False
jura-worker-4,jura-worker-2,jura-worker-4,6.58499,0.01,0.21,4,True,0.52,0.83,3,False,0.01,0.21,4,True
jura-worker-2,jura-worker-4,jura-worker-3,6.463724,0.52,0.7,4,False,0.01,0.18,2,True,0.01,0.49,5,True
jura-worker-3,jura-worker-2,jura-worker-1,6.671939,0.01,0.34,3,True,0.52,0.8,2,False,0.36,0.78,7,False
jura-worker-3,jura-worker-1,jura-worker-1,6.510075,0.01,0.37,4,True,0.27,0.73,5,False,0.27,0.73,5,False
jura-worker-3,jura-worker-1,jura-worker-2,6.705415,0.01,0.42,5,True,0.26,0.63,3,False,0.52,0.91,4,False
jura-worker-1,jura-worker-2,jura-worker-1,7.812057,0.26,0.65,4,False,0.75,0.89,8,False,0.26,0.65,4,False
jura-worker-4,jura-worker-2,jura-worker-3,6.656151,0.01,0.21,4,True,0.52,0.23,5,False,0.01,0.37,2,True
jura-worker-4,jura-worker-3,jura-worker-4,6.707825,0.01,0.24,5,True,0.01,0.41,4,True,0.01,0.24,5,True
jura-worker-4,jura-worker-1,jura-worker-4,6.492605,0.01,0.22,5,True,0.26,0.77,5,False,0.01,0.22,5,True
jura-worker-4,jura-worker-4,jura-worker-4,6.357262,0.01,0.26,7,True,0.01,0.26,7,True,0.01,0.26,7,True
jura-worker-2,jura-worker-2,jura-worker-3,7.153641,0.52,0.81,4,False,0.52,0.81,4,False,0.01,0.5,7,True
jura-worker-1,jura-worker-2,jura-worker-1,7.40405,0.38,0.78,6,False,0.66,0.84,5,False,0.38,0.78,6,False
jura-worker-3,jura-worker-1,jura-worker-1,6.436187,0.01,0.37,4,True,0.28,0.78,5,False,0.28,0.78,5,False
jura-worker-2,jura-worker-1,jura-worker-1,6.345864,0.52,0.8,4,False,0.26,0.69,4,False,0.26,0.69,4,False
jura-worker-1,jura-worker-4,jura-worker-1,6.711833,0.27,0.74,6,False,0.01,0.26,6,True,0.27,0.74,6,False
jura-worker-3,jura-worker-3,jura-worker-3,6.351865,0.01,0.45,5,True,0.01,0.45,5,True,0.01,0.45,5,True
jura-worker-3,jura-worker-3,jura-worker-3,6.426658,0.01,0.47,5,True,0.01,0.47,5,True,0.01,0.47,5,True
jura-worker-2,jura-worker-1,jura-worker-3,6.43212,0.52,0.77,3,False,0.26,0.76,5,False,0.01,0.41,4,True
jura-worker-4,jura-worker-1,jura-worker-2,6.530989,0.01,0.19,4,True,0.26,0.66,3,False,0.57,0.82,4,False
jura-worker-2,jura-worker-1,jura-worker-4,6.598923,0.52,0.79,3,False,0.26,0.72,5,False,0.02,0.2,2,True
jura-worker-4,jura-worker-2,jura-worker-2,7.381213,0.01,0.17,2,True,0.67,0.85,5,False,0.67,0.85,5,False
jura-worker-3,jura-worker-3,jura-worker-3,6.391551,0.01,0.39,4,True,0.01,0.39,4,True,0.01,0.39,4,True
jura-worker-4,jura-worker-1,jura-worker-4,6.516655,0.01,0.27,6,True,0.26,0.71,4,False,0.01,0.27,6,True
jura-worker-3,jura-worker-3,jura-worker-2,6.556111,0.01,0.3,2,True,0.01,0.3,2,True,0.84,0.56,2,False
jura-worker-3,jura-worker-2,jura-worker-2,8.610437,0.01,0.25,1,True,0.85,0.89,3,False,0.85,0.89,3,False
jura-worker-4,jura-worker-4,jura-worker-2,6.603062,0.07,0.17,2,True,0.07,0.17,2,True,0.86,0.93,2,False
jura-worker-4,jura-worker-2,jura-worker-3,7.561306,0.01,0.14,1,True,0.68,0.93,2,False,0.07,0.31,1,True
jura-worker-1,jura-worker-3,jura-worker-3,6.539542,0.49,0.74,2,False,0.22,0.36,2,True,0.22,0.36,2,True
jura-worker-1,jura-worker-2,jura-worker-1,7.949097,0.58,0.81,3,False,0.7,0.84,2,False,0.58,0.81,3,False
jura-worker-4,jura-worker-4,jura-worker-1,6.387722,0.07,0.17,2,True,0.07,0.17,2,True,0.58,0.8,2,False
jura-worker-1,jura-worker-2,jura-worker-1,8.078812,0.57,0.81,3,False,0.7,0.84,2,False,0.57,0.81,3,False
jura-worker-3,jura-worker-1,jura-worker-4,6.555999,0.01,0.26,1,True,0.5,0.8,2,False,0.22,0.17,1,True
jura-worker-2,jura-worker-2,jura-worker-4,8.505895,0.71,0.85,3,False,0.71,0.85,3,False,0.01,0.16,1,True
jura-worker-4,jura-worker-2,jura-worker-4,7.9274,0.2,0.18,2,True,0.73,0.84,2,False,0.2,0.18,2,True
jura-worker-1,jura-worker-3,jura-worker-2,7.07779,0.46,0.75,2,False,0.01,0.29,1,True,0.84,0.85,2,False
jura-worker-3,jura-worker-3,jura-worker-4,6.651994,0.02,0.3,2,True,0.02,0.3,2,True,0.26,0.17,1,True
jura-worker-3,jura-worker-2,jura-worker-2,8.552165,0.01,0.26,1,True,0.85,0.87,3,False,0.85,0.87,3,False
jura-worker-1,jura-worker-4,jura-worker-4,7.188582,0.46,0.75,2,False,0.01,0.19,2,True,0.01,0.19,2,True
jura-worker-3,jura-worker-3,jura-worker-4,6.416447,0.01,0.3,2,True,0.01,0.3,2,True,0.11,0.17,1,True
jura-worker-4,jura-worker-2,jura-worker-4,7.700115,0.01,0.17,2,True,0.71,0.84,2,False,0.01,0.17,2,True
jura-worker-1,jura-worker-2,jura-worker-2,9.222378,0.46,0.76,2,False,0.82,0.87,3,False,0.82,0.87,3,False
jura-worker-3,jura-worker-3,jura-worker-2,7.004007,0.02,0.3,2,True,0.02,0.3,2,True,0.89,0.84,2,False
jura-worker-1,jura-worker-1,jura-worker-4,7.029473,0.46,0.8,3,False,0.46,0.8,3,False,0.13,0.17,1,True
jura-worker-2,jura-worker-3,jura-worker-4,6.815537,0.69,0.83,2,False,0.01,0.29,1,True,0.03,0.17,1,True
jura-worker-1,jura-worker-3,jura-worker-2,6.80262,0.46,0.74,2,False,0.01,0.29,1,True,0.83,0.85,2,False
jura-worker-1,jura-worker-4,jura-worker-1,6.427421,0.54,0.8,3,False,0.01,0.16,1,True,0.54,0.8,3,False
jura-worker-1,jura-worker-2,jura-worker-2,9.192291,0.46,0.75,2,False,0.86,0.87,3,False,0.86,0.87,3,False
jura-worker-1,jura-worker-1,jura-worker-4,6.926348,0.46,0.79,3,False,0.46,0.79,3,False,0.07,0.17,1,True
jura-worker-4,jura-worker-3,jura-worker-1,7.491479,0.04,0.15,1,True,0.01,0.29,1,True,0.58,0.77,2,False
jura-worker-4,jura-worker-4,jura-worker-2,6.563715,0.01,0.17,2,True,0.01,0.17,2,True,0.89,0.84,2,False
jura-worker-2,jura-worker-2,jura-worker-4,7.542825,0.76,0.85,3,False,0.76,0.85,3,False,0.27,0.17,1,True
jura-worker-1,jura-worker-1,jura-worker-3,6.533968,0.46,0.8,3,False,0.46,0.8,3,False,0.05,0.31,1,True
jura-worker-2,jura-worker-4,jura-worker-1,6.767598,0.7,0.83,2,False,0.05,0.16,1,True,0.58,0.79,2,False
jura-worker-3,jura-worker-3,jura-worker-4,6.597718,0.02,0.3,2,True,0.02,0.3,2,True,0.09,0.17,1,True
jura-worker-4,jura-worker-3,jura-worker-2,6.739816,0.01,0.15,1,True,0.01,0.29,1,True,0.84,0.85,2,False
jura-worker-4,jura-worker-2,jura-worker-3,8.39782,0.01,0.14,1,True,0.71,0.85,2,False,0.02,0.31,1,True
jura-worker-2,jura-worker-2,jura-worker-4,7.844187,0.71,0.85,3,False,0.71,0.85,3,False,0.16,0.17,1,True
jura-worker-3,jura-worker-4,jura-worker-4,6.477921,0.01,0.25,1,True,0.12,0.19,2,True,0.12,0.19,2,True
jura-worker-4,jura-worker-2,jura-worker-2,9.005734,0.01,0.15,1,True,0.85,0.87,3,False,0.85,0.87,3,False
jura-worker-3,jura-worker-3,jura-worker-3,6.90886,0.16,0.37,3,True,0.16,0.37,3,True,0.16,0.37,3,True
jura-worker-1,jura-worker-2,jura-worker-4,7.215463,0.5,0.75,2,False,0.69,0.85,2,False,0.16,0.17,1,True
jura-worker-4,jura-worker-3,jura-worker-1,6.467519,0.01,0.14,1,True,0.01,0.29,1,True,0.58,0.79,2,False
jura-worker-2,jura-worker-1,jura-worker-2,6.623097,0.86,0.86,3,False,0.49,0.79,2,False,0.86,0.86,3,False
jura-worker-1,jura-worker-3,jura-worker-3,7.100909,0.46,0.76,2,False,0.09,0.36,2,True,0.09,0.36,2,True
jura-worker-3,jura-worker-1,jura-worker-1,6.448744,0.04,0.26,1,True,0.56,0.83,3,False,0.56,0.83,3,False
jura-worker-3,jura-worker-4,jura-worker-2,6.627363,0.01,0.25,1,True,0.01,0.16,1,True,0.86,0.84,2,False
jura-worker-1,jura-worker-2,jura-worker-1,7.721916,0.6,0.79,3,False,0.71,0.85,2,False,0.6,0.79,3,False
jura-worker-3,jura-worker-4,jura-worker-2,6.741722,0.02,0.25,1,True,0.01,0.16,1,True,0.83,0.85,2,False
jura-worker-4,jura-worker-3,jura-worker-3,6.459611,0.04,0.14,1,True,0.19,0.35,2,True,0.19,0.35,2,True
jura-worker-1,jura-worker-2,jura-worker-3,7.865749,0.46,0.74,2,False,0.69,0.85,2,False,0.08,0.29,1,True
jura-worker-4,jura-worker-1,jura-worker-1,6.427034,0.01,0.15,1,True,0.61,0.78,3,False,0.61,0.78,3,False
jura-worker-2,jura-worker-4,jura-worker-4,6.515329,0.69,0.83,2,False,0.02,0.19,2,True,0.02,0.19,2,True
jura-worker-2,jura-worker-3,jura-worker-2,6.988153,0.88,0.86,3,False,0.04,0.29,1,True,0.88,0.86,3,False
jura-worker-1,jura-worker-1,jura-worker-4,6.51544,0.46,0.78,3,False,0.46,0.78,3,False,0.06,0.17,1,True
jura-worker-4,jura-worker-3,jura-worker-4,6.678879,0.18,0.18,2,True,0.01,0.0,1,True,0.18,0.18,2,True
jura-worker-3,jura-worker-1,jura-worker-1,6.299806,0.02,0.25,1,True,0.56,0.61,3,False,0.56,0.61,3,False
jura-worker-1,jura-worker-2,jura-worker-4,7.869323,0.46,0.43,2,False,0.72,0.85,2,False,0.13,0.17,1,True
jura-worker-1,jura-worker-3,jura-worker-4,6.511771,0.46,0.8,2,False,0.01,0.29,1,True,0.03,0.17,1,True
jura-worker-2,jura-worker-2,jura-worker-3,7.641825,0.7,0.86,3,False,0.7,0.86,3,False,0.13,0.31,1,True
jura-worker-4,jura-worker-4,jura-worker-2,6.982618,0.01,0.17,2,True,0.01,0.17,2,True,0.86,0.85,2,False
jura-worker-3,jura-worker-4,jura-worker-3,6.924495,0.14,0.32,2,True,0.01,0.16,1,True,0.14,0.32,2,True
jura-worker-2,jura-worker-3,jura-worker-1,7.076531,0.71,0.83,2,False,0.01,0.0,1,True,0.51,0.77,2,False
jura-worker-4,jura-worker-3,jura-worker-2,6.647285,0.01,0.14,1,True,0.01,0.29,1,True,0.8,0.85,2,False
jura-worker-3,jura-worker-1,jura-worker-1,6.475581,0.01,0.25,1,True,0.55,0.82,3,False,0.55,0.82,3,False
jura-worker-3,jura-worker-1,jura-worker-1,6.610291,0.01,0.25,1,True,0.58,0.83,3,False,0.58,0.83,3,False
jura-worker-3,jura-worker-2,jura-worker-1,7.649396,0.01,0.25,1,True,0.71,0.85,2,False,0.51,0.81,3,False
jura-worker-2,jura-worker-1,jura-worker-3,6.557108,0.7,0.86,3,False,0.46,0.77,2,False,0.26,0.39,3,True
jura-worker-2,jura-worker-2,jura-worker-1,8.368608,0.69,0.86,3,False,0.69,0.86,3,False,0.62,0.84,4,False
jura-worker-4,jura-worker-2,jura-worker-1,7.819468,0.01,0.15,1,True,0.71,0.85,2,False,0.59,0.85,4,False
jura-worker-4,jura-worker-4,jura-worker-2,6.58466,0.01,0.17,2,True,0.01,0.17,2,True,0.91,0.88,4,False
jura-worker-2,jura-worker-4,jura-worker-1,6.725261,0.7,0.83,2,False,0.01,0.18,2,True,0.64,0.84,3,False
jura-worker-4,jura-worker-3,jura-worker-3,6.843803,0.01,0.15,2,True,0.01,0.42,3,True,0.01,0.42,3,True
jura-worker-4,jura-worker-1,jura-worker-2,6.6266,0.02,0.15,2,True,0.46,0.78,2,False,0.69,0.85,2,False
jura-worker-4,jura-worker-4,jura-worker-2,6.677435,0.01,0.19,3,True,0.01,0.19,3,True,0.96,0.87,3,False
jura-worker-1,jura-worker-2,jura-worker-1,8.958587,0.58,0.79,3,False,0.85,0.9,4,False,0.58,0.79,3,False
jura-worker-3,jura-worker-2,jura-worker-3,7.994247,0.17,0.39,4,True,0.71,0.85,2,False,0.17,0.39,4,True
jura-worker-1,jura-worker-2,jura-worker-3,7.728434,0.46,0.79,3,False,0.86,0.87,3,False,0.05,0.32,2,True
jura-worker-1,jura-worker-4,jura-worker-2,6.659965,0.46,0.75,3,False,0.01,0.16,1,True,0.92,0.9,4,False
jura-worker-1,jura-worker-4,jura-worker-3,6.941585,0.55,0.79,3,False,0.01,0.18,2,True,0.02,0.32,2,True
jura-worker-2,jura-worker-1,jura-worker-2,6.726755,0.79,0.86,3,False,0.53,0.87,4,False,0.79,0.86,3,False
jura-worker-3,jura-worker-2,jura-worker-1,7.375041,0.01,0.25,1,True,0.82,0.89,4,False,0.55,0.76,3,False
jura-worker-2,jura-worker-3,jura-worker-4,6.650716,0.89,0.88,4,False,0.05,0.29,1,True,0.18,0.18,2,True
jura-worker-2,jura-worker-2,jura-worker-3,7.794498,0.74,0.88,4,False,0.74,0.88,4,False,0.16,0.32,2,True
jura-worker-3,jura-worker-1,jura-worker-4,6.771677,0.01,0.25,1,True,0.46,0.75,2,False,0.22,0.2,2,True
jura-worker-3,jura-worker-4,jura-worker-2,7.66334,0.01,0.25,1,True,0.01,0.16,1,True,0.89,0.9,4,False
jura-worker-4,jura-worker-4,jura-worker-1,6.957905,0.01,0.17,2,True,0.01,0.17,2,True,0.54,0.79,3,False
jura-worker-4,jura-worker-3,jura-worker-3,6.568613,0.03,0.17,2,True,0.04,0.36,3,True,0.04,0.36,3,True
jura-worker-3,jura-worker-2,jura-worker-1,7.912153,0.01,0.25,1,True,0.82,0.87,4,False,0.46,0.79,3,False
jura-worker-4,jura-worker-1,jura-worker-1,6.65937,0.01,0.17,2,True,0.5,0.81,4,False,0.5,0.81,4,False
jura-worker-4,jura-worker-2,jura-worker-2,8.866802,0.17,0.18,3,True,0.94,0.88,3,False,0.94,0.88,3,False
jura-worker-2,jura-worker-4,jura-worker-3,6.975751,0.69,0.84,2,False,0.01,0.17,2,True,0.16,0.35,2,True
jura-worker-4,jura-worker-4,jura-worker-4,6.968756,0.23,0.24,5,True,0.23,0.24,5,True,0.23,0.24,5,True
jura-worker-4,jura-worker-4,jura-worker-3,6.465809,0.01,0.17,2,True,0.01,0.17,2,True,0.02,0.36,3,True
jura-worker-4,jura-worker-1,jura-worker-1,7.24615,0.02,0.15,2,True,0.66,0.87,4,False,0.66,0.87,4,False
jura-worker-1,jura-worker-2,jura-worker-3,7.70121,0.46,0.72,3,False,0.7,0.85,2,False,0.01,0.38,2,True
jura-worker-4,jura-worker-2,jura-worker-4,8.135177,0.01,0.17,2,True,0.69,0.85,2,False,0.01,0.17,2,True
jura-worker-2,jura-worker-3,jura-worker-2,6.718314,0.69,0.86,3,False,0.01,0.29,1,True,0.69,0.86,3,False
jura-worker-2,jura-worker-2,jura-worker-4,7.961369,0.71,0.87,4,False,0.71,0.87,4,False,0.24,0.2,2,True
jura-worker-3,jura-worker-2,jura-worker-1,8.105546,0.14,0.32,3,True,0.71,0.85,2,False,0.57,0.82,3,False
jura-worker-2,jura-worker-3,jura-worker-2,6.878476,0.87,0.86,3,False,0.01,0.3,2,True,0.87,0.86,3,False
jura-worker-4,jura-worker-4,jura-worker-2,6.540989,0.01,0.17,2,True,0.01,0.17,2,True,0.81,0.85,2,False
jura-worker-4,jura-worker-3,jura-worker-4,6.5819,0.06,0.21,4,True,0.01,0.29,1,True,0.06,0.21,4,True
jura-worker-1,jura-worker-3,jura-worker-4,7.180169,0.46,0.77,3,False,0.01,0.29,1,True,0.01,0.17,2,True
jura-worker-4,jura-worker-1,jura-worker-1,6.452959,0.01,0.2,3,True,0.51,0.81,3,False,0.51,0.81,3,False
jura-worker-3,jura-worker-1,jura-worker-2,6.507075,0.13,0.33,3,True,0.46,0.7,2,False,0.94,0.88,3,False
jura-worker-1,jura-worker-2,jura-worker-2,9.333091,0.46,0.64,2,False,0.86,0.9,4,False,0.86,0.9,4,False
jura-worker-3,jura-worker-4,jura-worker-1,6.421167,0.04,0.32,2,True,0.01,0.18,2,True,0.59,0.76,2,False
jura-worker-3,jura-worker-2,jura-worker-1,7.310481,0.02,0.26,2,True,0.72,0.87,3,False,0.57,0.79,2,False
jura-worker-2,jura-worker-3,jura-worker-3,7.195427,0.86,0.85,3,False,0.01,0.36,2,True,0.01,0.36,2,True
jura-worker-4,jura-worker-2,jura-worker-1,6.88267,0.01,0.18,3,True,0.7,0.87,3,False,0.47,0.77,2,False
jura-worker-4,jura-worker-2,jura-worker-3,7.913829,0.01,0.14,1,True,0.68,0.87,3,False,0.01,0.38,2,True
jura-worker-4,jura-worker-1,jura-worker-1,7.193513,0.01,0.14,1,True,0.58,0.88,4,False,0.58,0.88,4,False
jura-worker-4,jura-worker-1,jura-worker-1,6.662324,0.22,0.18,2,True,0.6,0.86,4,False,0.6,0.86,4,False
jura-worker-4,jura-worker-3,jura-worker-1,6.52775,0.02,0.17,2,True,0.01,0.29,1,True,0.61,0.74,3,False
jura-worker-1,jura-worker-2,jura-worker-1,7.731568,0.57,0.83,5,False,0.76,0.87,3,False,0.57,0.83,5,False
jura-worker-2,jura-worker-2,jura-worker-1,11.369303,0.83,0.9,5,False,0.83,0.9,5,False,0.0,0.8,3,False
jura-worker-3,jura-worker-1,jura-worker-1,6.479401,0.01,0.25,1,True,0.5,0.83,3,False,0.5,0.83,3,False
jura-worker-4,jura-worker-4,jura-worker-2,6.717278,0.02,0.17,2,True,0.02,0.17,2,True,0.91,0.89,4,False
jura-worker-3,jura-worker-4,jura-worker-4,6.553221,0.01,0.3,2,True,0.1,0.2,2,True,0.1,0.2,2,True
jura-worker-1,jura-worker-3,jura-worker-3,6.409714,0.55,0.8,3,False,0.1,0.36,2,True,0.1,0.36,2,True
jura-worker-4,jura-worker-2,jura-worker-4,8.807498,0.01,0.2,3,True,0.68,0.88,4,False,0.01,0.2,3,True
jura-worker-4,jura-worker-2,jura-worker-3,8.594167,0.01,0.14,1,True,0.82,0.93,7,False,0.01,0.38,2,True
jura-worker-4,jura-worker-4,jura-worker-2,6.994024,0.01,0.2,4,True,0.01,0.2,4,True,0.72,0.87,4,False
jura-worker-3,jura-worker-4,jura-worker-1,6.900301,0.01,0.32,2,True,0.01,0.22,4,True,0.54,0.83,4,False
jura-worker-2,jura-worker-4,jura-worker-2,7.114985,0.69,0.85,4,False,0.01,0.16,1,True,0.69,0.85,4,False
jura-worker-3,jura-worker-2,jura-worker-1,8.18841,0.01,0.34,3,True,0.7,0.84,2,False,0.52,0.78,3,False
